pmid,year,n_tokens,n_unique_unigrams,n_unique_bigrams,n_mesh,n_mesh_pairs,n_new_unigrams,n_new_bigrams,n_new_mesh,n_new_mesh_pairs,share_new_unigrams,share_new_bigrams,share_new_mesh,share_new_mesh_pairs,examples_new_unigrams,examples_new_bigrams,examples_new_mesh
33936415,2020,93,61,85,12,66,10,75,2,39,0.16393442622950818,0.8823529411764706,0.16666666666666666,0.5909090909090909,alone; implicit; implicitly; mediators; ofa; ofcandidate; ofimaging; polygenic,aggregate genetic; analysis comprises; applied proposed; biomarkers statistical; brain disorders; cohorts study; comprises polygenic; demonstrated promise,Mediation Analysis; Multifactorial Inheritance
33936412,2020,107,72,94,7,21,18,86,2,12,0.25,0.9148936170212766,0.2857142857142857,0.5714285714285714,adrd; amounts; cox; ehrs; implementing; individual-level; leverage; meaningful,adrd onsets; adrd patients; adrd ultimately; adrd vast; advance clinical; algorithm cox; algorithms developed; algorithms large,Electronic Health Records; Proportional Hazards Models
33909958,2021,123,92,115,9,36,26,100,3,24,0.2826086956521739,0.8695652173913043,0.3333333333333333,0.6666666666666666,abc; activating; ad-associated; atp; attribution; cassette; clinvar; down-regulation,abc atp; abc transporter; aberrant activation; aberrant up-regulation; activating abc; activation abc; ad-associated candidate; analysis gsea,"ATP-Binding Cassette Transporters; Databases, Genetic; Down-Regulation"
33789287,2020,135,94,122,5,10,15,99,0,1,0.1595744680851064,0.8114754098360656,0.0,0.1,align; atn; belonging; demographic; factorial; karolinska; kids; limbic-predominant,abnormalities wmsas; adni naturalistic; adni younger; align recent; analysis mixed; association atrophy; associations subtypes; atn classification,
33778838,2020,157,86,126,6,15,16,104,2,9,0.18604651162790697,0.8253968253968254,0.3333333333333333,0.6,bleeding; cnki; deadline; depth; extraction; meta; periodontal; periodontitis,analysis evaluate; association periodontitis; attachment loss; authors meta; bleeding probing; case-control five; clinical attachment; clinical evidences,Dental Plaque Index; Periodontitis
33735870,2020,125,91,115,11,55,9,84,1,14,0.0989010989010989,0.7304347826086957,0.09090909090909091,0.2545454545454545,autonomic; bvftd; comorbidity; disabling; head-up; oh-induced; subtypes; tilt,activities reduce; adjusting age; adults crucial; adults dementia; affect daily; aimed investigate; assessment including; associated odds,"Hypotension, Orthostatic"
33712376,2023,176,114,159,6,15,15,129,1,7,0.13157894736842105,0.8113207547169812,0.16666666666666666,0.4666666666666667,accessibility; accurately; amnesic; constructed; datasets; default; fluctuation; low-frequency,accessibility neurobiological; accuracy furthermore; accurately predicted; across default; algorithm support; algorithms effectively; amnesic mci; amnesic mild,Machine Learning
33681678,2021,174,126,165,13,78,26,143,6,57,0.20634920634920634,0.8666666666666667,0.46153846153846156,0.7307692307692307,cerebral-derived; cerebrosterol; chow; circulating; clearing; gluconeogenesis; glucuronidation; hepatic,acid oxidation; affect peripheral; age high-fat; although circulating; amyloid cerebrosterol; amyloid metabolizing; associated fatty; associated reduction,"Brain-Gut Axis; Diet, High-Fat; Hydroxycholesterols; Lipogenesis; Liver"
33633739,2020,92,82,87,21,210,14,72,9,179,0.17073170731707318,0.8275862068965517,0.42857142857142855,0.8523809523809524,cascades; ceramides; elaborate; mediators; metabolites; panels; polyunsaturated; pro-resolving,acids metabolites; affect ongoing; anti-inflammatory signaling; approaches resolve; bioactive lipids; biomarker panels; cascades central; ceramides sphingosine-1-phosphate,"Central Nervous System; Ceramides; Fatty Acids, Omega-6; Fatty Acids, Unsaturated; Lysophospholipids"
33632093,2020,8,8,7,5,10,1,5,2,7,0.125,0.7142857142857143,0.4,0.7,store-operated,associated mechanisms; calcium entry; entry alzheimer; inhibition store-operated; store-operated calcium,Calcium; Endoplasmic Reticulum
33632092,2020,8,7,7,5,10,3,7,1,5,0.42857142857142855,1.0,0.2,0.5,car; lockdown; road,alzheimer research; car current; current alzheimer; even lockdown; research even; research road; road research,COVID-19
33628204,2020,149,110,145,12,66,23,130,5,51,0.20909090909090908,0.896551724137931,0.4166666666666667,0.7727272727272727,c1q; c1q-tagged; classical; co-immunoprecipitation; colocalizes; complement-mediated; confocal; defense,aberrant neurodegenerative; activate complement; activation classical; adult animals; adult mice; adverse conditions; animals summary; becomes aberrant,C-Reactive Protein; Complement C1q; Complement C4; Pentraxins; Phagocytosis
33615673,2021,121,54,81,14,91,14,74,0,23,0.25925925925925924,0.9135802469135802,0.0,0.25274725274725274,adnp; ammonis; coordinating; cornu; covariance; detectable; freesurfer; misdiagnosed,adnp adnp; adnp atrophy; adnp compared; adnp participants; adnp query; adnp without; aging common; aging hippocampal,
33613545,2020,212,151,206,10,45,32,195,3,34,0.2119205298013245,0.9466019417475728,0.3,0.7555555555555555,adp; applying; atp; bulk; c5a; co-culture; homeostatic; ipsc,ad-related disease; adp well; applications high; applied study; applying directed; associated gene; atp adp; brain microglial,Cell Culture Techniques; Cell Differentiation; Induced Pluripotent Stem Cells
33605860,2020,99,64,91,16,120,4,71,4,68,0.0625,0.7802197802197802,0.25,0.5666666666666667,mexican; neurofilament; nfl; simoa,americans marker; americans normal; americans participants; analyzed difference; assayed simoa; attention executive; battery neuropsychological; changes cognition,Executive Function; Healthy Volunteers; Mexican Americans; Neurofilament Proteins
33602502,2021,90,77,89,13,78,9,80,4,60,0.11688311688311688,0.898876404494382,0.3076923076923077,0.7692307692307693,astrocyte-mediated; astrocytic; diseased; il-33; phagocytic; phagocytosing; refinement; secreting,actively participate; addition suggested; aggregates addition; aging discussed; aim provide; astrocyte-mediated phagocytosis; astrocytes actively; astrocytes phagocytic,"Complement C3; Interleukin-33; Phagocytosis; Protein Aggregation, Pathological"
33602095,2020,113,91,109,9,36,15,95,0,11,0.16483516483516483,0.8715596330275229,0.0,0.3055555555555556,bi-directional; crosstalk; disrupts; feed-forward; inducer; intermediator; ligand; mediates,ability bind; actions review; activation via; amyloid-beta production; bi-directional crosstalk; bind broad; brain many; brain review,
33602093,2020,119,78,104,13,78,15,93,3,34,0.19230769230769232,0.8942307692307693,0.23076923076923078,0.4358974358974359,co-treatment; enzyme-linked; immunolabeling; immunosorbent; leptin; maybe; moa; monotherapies,agent monotherapies; animals received; anti-a effect; anti-amyloid effect; anti-inflammatory agent; assay elisa; challenged single-target; co-treatment app,Hypoglycemic Agents; Leptin; Pioglitazone
33602092,2020,203,138,185,13,78,21,156,3,39,0.15217391304347827,0.8432432432432433,0.23076923076923078,0.5,amelioration; attenuation; cat; exerts; forty; high-intensity; hiit; impregnation,accompanied increased; activation bdnf; activity bdnf; adaptation effects; adaptation followed; adjustment minutes; alzheimer trained; alzheimer untrained,"High-Intensity Interval Training; Neuroprotection; Physical Conditioning, Animal"
33602091,2020,169,109,151,14,91,23,133,3,49,0.21100917431192662,0.8807947019867549,0.21428571428571427,0.5384615384615384,ad-associated; angiogenic; appswe; attractive; bc3-tg; bryostatin-1; dbo; de9,acquisition phase; acquisition retention; across acquisition; actions bryostatin-1; activates secretase; activation assays; activation novel; activity greater,Bryostatins; Protein Kinase C; Spatial Learning
33602090,2020,199,127,177,10,45,21,158,2,32,0.16535433070866143,0.8926553672316384,0.2,0.7111111111111111,advantageous; belong; biocompatible; circulate; crystals; injectable; intranasal; microemulsions,achieved via; addition current; administration routes; advantageous targeting; affect person; along available; approaches nanotechnology; associated diseases,Drug Administration Routes; Nanotechnology
33602089,2020,174,136,166,6,15,35,150,2,10,0.25735294117647056,0.9036144578313253,0.3333333333333333,0.6666666666666666,a-camp; addiction; alcoholism; ampprotein; apart; articulated; besides; breakthrough,a-camp response; absence therapeutic; addiction parkinsonism; alcoholism anxiety; ampprotein kinase; amyloid neuronal; apart various; apoptosis etc,Cyclic AMP Response Element-Binding Protein; Cyclic AMP-Dependent Protein Kinases
33602087,2020,182,123,170,17,136,18,143,4,68,0.14634146341463414,0.8411764705882353,0.23529411764705882,0.5,amygdalar; amygdalas; auxiliary; basolateral; basomedial; centromedial; datasets; diffeomorphic,abnormalities alzheimer; abnormalities bilateral; abnormalities brain; abnormalities different; accuracy boost; aimed employ; amygdala automated; amygdala different,Amygdala; Datasets as Topic; Mental Status and Dementia Tests; Prodromal Symptoms
33601398,2020,142,95,128,12,66,15,99,2,33,0.15789473684210525,0.7734375,0.16666666666666666,0.5,activating; alz-heimer; appswe; blotting; c57bl; clues; con; eosin,abilities morphological; activating vdr; active form; adult male; age-matched mice; alleviates cognitive; alz-heimer disease; appswe ps1,MAP Kinase Signaling System; Vitamin D
33601385,2020,90,70,83,8,28,8,68,2,17,0.11428571428571428,0.8192771084337349,0.25,0.6071428571428571,anesthetic; complication; enriched; messages; noncardiac; perioperative; surgical; undergo,aims elucidate; analyze possible; anesthetic factors; attention pocd; cardiac noncardiac; complication requiring; consequence postoperative; currently number,Central Nervous System; Postoperative Cognitive Complications
33593259,2020,159,97,139,12,66,24,120,3,34,0.24742268041237114,0.8633093525179856,0.25,0.5151515151515151,amplitudes; asked; attentional; attentive; button; centro-parietal; deviant; erps,adults pre-attentive; affect later; aimed investigate; amplitudes comparable; amplitudes erps; amplitudes group; amplitudes standard; amplitudes target,"Evoked Potentials, Visual; Parietal Lobe; Prodromal Symptoms"
33585279,2020,145,104,136,8,28,22,114,2,14,0.21153846153846154,0.8382352941176471,0.25,0.5,antibiotic; antibiotics; bacteria; behaviors; composition; diets; fecal; gastroenterologists,acids hippocampus; administration along; administration antibiotics; administration microbiota-based; affected gut; along beneficial; alterations genes; analysis normal,Gastrointestinal Microbiome; Probiotics
33583383,2020,150,94,132,12,66,11,114,3,47,0.11702127659574468,0.8636363636363636,0.25,0.7121212121212122,clamp; currents; line; neuroblastoma; recordings; resilience; retinoic; start,able demonstrate; accumulation cell; accumulation toxic; accumulation well; acid brain; acid brain-derived; acid electrophysiological; affected cells,Cell Differentiation; Neuroblastoma; Tretinoin
33583382,2020,205,123,180,10,45,26,158,1,13,0.21138211382113822,0.8777777777777778,0.1,0.28888888888888886,channel; channel-wise; deoxy-hemoglobin; discriminated; extraction; fnirs; groupdistinction; hcs,accuracies proposed; accuracies see; activated groups; activated instead; activated svft; activation ventrolateral; among three; analysis lda,"Spectroscopy, Near-Infrared"
33583381,2020,270,140,229,16,120,22,187,1,47,0.15714285714285714,0.8165938864628821,0.0625,0.39166666666666666,admci; agreed; arteriosclerosis; atherosclerosis; controversial; coordinating; corrected; correcting,acute subacute; addition number; additive effect; adjusting neuritic; adjusting pathologies; admci dementia; aetiology including; age death,Neuropathology
33583380,2020,159,114,148,14,91,18,130,1,28,0.15789473684210525,0.8783783783783784,0.07142857142857142,0.3076923076923077,blindly; brass; correlating; dice; followup; hermes; hypometabolic; hypometabolism,ability identify; abnormal regions; accuracy clinically; across fdg-pet; analysis methods; analysis predicting; assigned diagnosis; automated brain,"Models, Statistical"
33582677,2020,213,125,197,11,55,13,148,0,7,0.104,0.751269035532995,0.0,0.12727272727272726,abc; abc-ds; ad-type; depended; facility; grain; moderate-to-severe; nagasaki,abc dementia; abc-ds administered; abc-ds beneficial; abc-ds comprehensive; abc-ds correlated; abc-ds domain; abc-ds new; abc-ds outpatients,
33578194,2021,158,109,140,19,171,18,115,2,81,0.1651376146788991,0.8214285714285714,0.10526315789473684,0.47368421052631576,ancestry; assuming; cd2-associated; cd2ap; demographic; essentially; first-degree; irap,additional characteristics; additive genetic; adjusting additional; adjusting apoe; allele included; alzheimer prevention; among middle-aged; among offspring,Medical History Taking; Multifactorial Inheritance
33576571,2021,117,88,110,11,55,14,100,4,42,0.1590909090909091,0.9090909090909091,0.36363636363636365,0.7636363636363637,applying; avenues; disease-free; drosophila; dysregulated; exome; exomes; harnessing,allele protective; apoe allele; apoe alzheimer; apoe apoe; apoe homozygotes; apoe identify; applying approach; approach larger,Apolipoprotein E2; Drosophila; Heterozygote; Homozygote
